City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Dauphin,CA,2021-12-21 20:46:52,51.1494,-100.0502,10.54,79,40,18.41
381,Puerto Baquerizo Moreno,EC,2021-12-21 20:46:52,-0.9,-89.6,77.99,73,20,16.11
382,Emba,KZ,2021-12-21 20:46:53,48.8264,58.1442,33.8,99,100,7.85
383,Zakamensk,RU,2021-12-21 20:46:53,50.3741,103.2863,0.57,99,97,0.74
384,Moose Factory,CA,2021-12-21 20:46:53,51.2585,-80.6094,-0.4,78,1,9.22
385,Krasnoselkup,RU,2021-12-21 20:46:54,65.7,82.4667,-4.13,97,100,16.82
386,Zhigansk,RU,2021-12-21 20:46:54,66.7697,123.3711,-51.7,98,100,4.72
387,Nartan,RU,2021-12-21 20:46:54,43.5108,43.6994,30.74,93,75,0.0
388,Lazaro Cardenas,MX,2021-12-21 20:46:55,17.9583,-102.2,83.46,66,16,8.52
389,Basco,PH,2021-12-21 20:46:55,20.4487,121.9702,79.05,84,5,12.66
390,Puri,IN,2021-12-21 20:46:55,19.8,85.85,54.12,46,0,6.53
391,Batagay-Alyta,RU,2021-12-21 20:46:56,67.8006,130.4114,-21.86,93,100,1.5
392,Kofele,ET,2021-12-21 20:46:56,7.0667,38.7833,51.03,75,71,6.53
393,Saint-Pierre,RE,2021-12-21 20:46:56,-21.3393,55.4781,78.48,77,0,5.75
394,Xichang,CN,2021-12-21 20:46:57,27.8964,102.2634,41.18,85,0,1.12
395,Dhidhdhoo,MV,2021-12-21 20:46:57,6.8833,73.1,80.67,77,43,8.3
396,Ascension,US,2021-12-21 20:46:57,30.2169,-90.9001,53.11,72,90,9.22
397,Montorio Al Vomano,IT,2021-12-21 20:46:58,42.5831,13.6383,46.09,74,93,3.18
398,Feira De Santana,BR,2021-12-21 20:46:58,-12.2667,-38.9667,74.05,93,100,6.35
399,Son La,VN,2021-12-21 20:46:58,21.3167,103.9,50.65,96,1,1.72
400,Shagonar,RU,2021-12-21 20:46:59,51.5333,92.8,5.79,98,61,0.38
401,Sola,VU,2021-12-21 20:46:59,-13.8833,167.55,82.08,70,97,2.75
402,Margate,GB,2021-12-21 20:46:59,51.3813,1.3862,40.91,61,91,1.99
403,Oksfjord,NO,2021-12-21 20:47:00,70.2396,22.3479,24.98,76,99,8.63
404,Eldorado,BR,2021-12-21 20:47:00,-23.7869,-54.2836,95.18,29,44,8.61
405,Shache,CN,2021-12-21 20:47:00,38.4167,77.2406,27.39,50,14,6.24
406,Tingi,TZ,2021-12-21 20:47:00,-11.3,35.0333,65.23,89,68,3.36
407,Palauig,PH,2021-12-21 20:48:01,15.435,119.9045,78.48,83,96,6.67
408,Pisco,PE,2021-12-21 20:48:01,-13.7,-76.2167,75.25,69,0,19.57
409,Barcelona,ES,2021-12-21 20:45:58,41.3888,2.159,55.85,84,40,4.61
410,Koszalin,PL,2021-12-21 20:48:03,54.1944,16.1722,29.68,63,49,3.24
411,Nioro,GM,2021-12-21 20:48:03,13.35,-15.75,82.33,23,100,11.59
412,Kununurra,AU,2021-12-21 20:48:03,-15.7667,128.7333,80.58,89,82,3.44
413,Balakhninskiy,RU,2021-12-21 20:48:04,58.0106,114.2769,-22.95,99,100,1.77
414,Tagusao,PH,2021-12-21 20:48:04,9.1924,117.8141,77.23,83,76,2.24
415,Saint-Michel-Des-Saints,CA,2021-12-21 20:48:05,46.6834,-73.9159,12.94,85,76,1.3
416,Alappuzha,IN,2021-12-21 20:48:05,9.49,76.3264,77.41,74,37,2.08
417,Waraseoni,IN,2021-12-21 20:44:39,21.75,80.0333,52.75,29,2,5.61
418,Mlonggo,ID,2021-12-21 20:48:05,-6.5333,110.7,73.53,88,99,3.2
419,Gambela,ET,2021-12-21 20:48:06,8.25,34.5833,79.3,67,96,2.84
420,Marabba,SD,2021-12-21 20:48:06,12.35,32.1833,75.97,22,38,16.96
421,Port Blair,IN,2021-12-21 20:48:06,11.6667,92.75,76.23,80,12,5.12
422,Ous,RU,2021-12-21 20:48:06,60.9058,61.5186,-2.67,98,100,9.98
423,Nan,TH,2021-12-21 20:48:07,18.8333,100.6667,57.38,83,3,1.7
424,Namatanai,PG,2021-12-21 20:48:07,-3.6667,152.4333,80.53,81,99,2.75
425,Nigde,TR,2021-12-21 20:48:08,37.8333,34.75,21.74,91,79,3.94
426,Luanda,AO,2021-12-21 20:43:18,-8.8368,13.2343,77.0,83,40,11.5
427,Lat Yao,TH,2021-12-21 20:48:08,15.751,99.7893,67.86,72,40,1.45
428,Tingo Maria,PE,2021-12-21 20:48:08,-9.2895,-76.0088,80.47,89,82,2.59
429,Padang,ID,2021-12-21 20:45:00,-0.9492,100.3543,76.62,87,91,4.05
430,Mosquera,CO,2021-12-21 20:48:09,4.7059,-74.2302,68.09,60,40,13.8
431,Griffith,US,2021-12-21 20:48:09,41.5284,-87.4237,42.26,68,40,4.0
432,Carbonia,IT,2021-12-21 20:48:09,39.1672,8.5222,50.99,82,28,2.77
433,Souillac,MU,2021-12-21 20:48:10,-20.5167,57.5167,79.18,78,75,13.8
434,Mandera,KE,2021-12-21 20:48:10,3.9366,41.867,84.96,55,100,19.66
435,Sueyoshi,JP,2021-12-21 20:48:10,31.65,131.0167,44.47,91,31,3.09
436,San Policarpo,PH,2021-12-21 20:48:11,12.1791,125.5072,78.84,79,100,1.36
437,Cangzhou,CN,2021-12-21 20:48:11,38.3167,116.8667,34.29,90,0,7.34
438,Acucena,BR,2021-12-21 20:48:11,-19.0731,-42.5464,75.72,92,90,2.89
439,Viline,UA,2021-12-21 20:48:12,44.8456,33.6716,28.65,79,100,16.6
440,Road Town,VG,2021-12-21 20:43:50,18.4167,-64.6167,80.69,94,75,0.0
441,Leogane,HT,2021-12-21 20:48:12,18.5108,-72.6339,88.0,61,97,2.86
442,Miragoane,HT,2021-12-21 20:48:12,18.4423,-73.0876,81.27,63,100,1.81
443,San Jeronimo,PE,2021-12-21 20:48:13,-11.9472,-75.2829,64.76,48,100,3.22
444,Beira,MZ,2021-12-21 20:48:13,-19.8436,34.8389,78.89,78,40,11.99
445,Tortel,HU,2021-12-21 20:48:13,47.1221,19.9371,28.31,68,28,4.76
446,Shimoda,JP,2021-12-21 20:48:14,34.6667,138.95,46.11,68,0,7.99
447,Berdigestyakh,RU,2021-12-21 20:48:14,62.0989,126.6992,-50.46,100,76,0.92
448,Jamiltepec,MX,2021-12-21 20:48:14,16.2833,-97.8167,83.93,51,60,7.85
449,Navirai,BR,2021-12-21 20:48:15,-23.065,-54.1906,99.16,18,16,0.78
450,Anadyr,RU,2021-12-21 20:48:15,64.75,177.4833,-16.1,69,0,15.66
451,Ostersund,SE,2021-12-21 20:49:15,63.1792,14.6357,15.62,85,20,12.66
452,Ewa Beach,US,2021-12-21 20:49:15,21.3156,-158.0072,75.15,72,1,6.91
453,Maceio,BR,2021-12-21 20:44:37,-9.6658,-35.7353,85.44,70,40,16.11
454,Champerico,GT,2021-12-21 20:49:16,14.3,-91.9167,85.77,66,94,8.72
455,Dzaoudzi,YT,2021-12-21 20:49:16,-12.7887,45.2699,80.49,89,0,4.61
456,Quzhou,CN,2021-12-21 20:49:17,28.9594,118.8686,46.13,92,0,1.21
457,Shenjiamen,CN,2021-12-21 20:49:17,29.9576,122.298,53.37,65,3,9.53
458,Royan,FR,2021-12-21 20:49:17,45.6285,-1.0281,31.98,72,90,9.42
459,Siavonga,ZM,2021-12-21 20:49:17,-16.5382,28.7088,78.03,66,100,4.88
460,Cayenne,GF,2021-12-21 20:49:18,4.9333,-52.3333,82.44,88,40,8.01
461,Nanae,JP,2021-12-21 20:49:18,41.8833,140.6833,23.95,82,96,18.05
462,Castrillon,ES,2021-12-21 20:49:09,43.3979,-6.7922,59.54,85,71,5.53
463,Nyurba,RU,2021-12-21 20:49:18,63.2842,118.3319,-52.29,100,61,1.01
464,Novoleushkovskaya,RU,2021-12-21 20:49:19,45.9956,39.9921,29.79,77,36,5.95
465,Cardedeu,ES,2021-12-21 20:49:19,41.6398,2.3574,52.48,87,98,1.63
466,Callaguip,PH,2021-12-21 20:49:19,18.0714,120.4867,76.82,87,29,2.89
467,Twentynine Palms,US,2021-12-21 20:48:57,34.1356,-116.0542,66.34,30,100,1.99
468,Zemetchino,RU,2021-12-21 20:49:20,53.4973,42.6163,7.45,90,100,6.67
469,Hualmay,PE,2021-12-21 20:49:20,-11.0964,-77.6139,71.98,71,38,9.42
470,Qasigiannguit,GL,2021-12-21 20:49:20,68.8193,-51.1922,43.05,45,22,26.33
471,Kijang,KR,2021-12-21 20:49:21,35.2442,129.2139,35.33,39,0,5.21
472,Mount Gambier,AU,2021-12-21 20:49:21,-37.8333,140.7667,57.11,77,90,5.75
473,Thinadhoo,MV,2021-12-21 20:49:21,0.5333,72.9333,80.02,80,95,5.55
474,Onguday,RU,2021-12-21 20:49:22,50.75,86.15,9.03,98,85,2.66
475,Ketchikan,US,2021-12-21 20:47:31,55.3422,-131.6461,34.27,93,90,17.27
476,Pemangkat,ID,2021-12-21 20:49:22,1.1667,108.9667,78.78,87,100,4.94
477,Beihai,CN,2021-12-21 20:49:22,21.4833,109.1,62.46,65,98,10.78
478,Nortelandia,BR,2021-12-21 20:49:23,-14.4547,-56.8028,79.39,88,100,3.27
479,Sagana,KE,2021-12-21 20:49:23,-0.6667,37.2,62.89,97,100,2.39
480,Tual,ID,2021-12-21 20:49:23,-5.6667,132.75,83.3,77,100,16.2
481,Nabire,ID,2021-12-21 20:49:24,-3.3667,135.4833,76.1,89,98,3.74
482,Tommot,RU,2021-12-21 20:49:24,58.9564,126.2925,-32.82,99,100,1.28
483,Ishigaki,JP,2021-12-21 20:49:24,24.3448,124.1572,74.79,87,98,14.14
484,Cabinda,AO,2021-12-21 20:49:25,-5.55,12.2,78.37,91,100,9.89
485,Sembakung,ID,2021-12-21 20:49:25,3.8167,117.25,78.73,98,92,1.66
486,Caloundra,AU,2021-12-21 20:49:25,-26.8,153.1333,76.84,83,2,4.07
487,Dingle,PH,2021-12-21 20:49:26,10.9995,122.6711,74.21,93,100,5.99
488,Panaba,MX,2021-12-21 20:49:26,21.2833,-88.2667,76.68,59,68,12.73
489,Kondopoga,RU,2021-12-21 20:49:26,62.2057,34.2614,-6.12,95,98,5.03
490,Big Spring,US,2021-12-21 20:49:26,32.2504,-101.4787,73.27,10,1,5.99
491,Kahului,US,2021-12-21 20:49:27,20.8947,-156.47,73.42,82,75,18.41
492,Aripuana,BR,2021-12-21 20:49:27,-9.1667,-60.6333,78.98,87,91,2.37
493,Tura,IN,2021-12-21 20:49:27,25.5198,90.2201,57.81,62,91,2.86
494,Oistins,BB,2021-12-21 20:49:28,13.0667,-59.5333,84.29,58,20,19.57
495,Huaibei,CN,2021-12-21 20:49:28,33.9744,116.7917,41.63,60,0,2.08
496,Atar,MR,2021-12-21 20:49:29,20.5169,-13.0499,74.71,25,100,8.61
497,Pahrump,US,2021-12-21 20:50:29,36.2083,-115.9839,54.32,39,100,1.01
498,Torrington,US,2021-12-21 20:50:29,41.8007,-73.1212,41.07,67,100,1.57
499,Noumea,NC,2021-12-21 20:50:30,-22.2763,166.4572,81.0,99,21,7.96
500,Rawah,IQ,2021-12-21 20:50:30,34.4816,41.9093,50.74,67,3,8.86
501,Takoradi,GH,2021-12-21 20:50:30,4.8845,-1.7554,80.76,67,59,6.46
502,Ponta Delgada,PT,2021-12-21 20:50:31,37.7333,-25.6667,67.5,88,75,20.71
503,Berlevag,NO,2021-12-21 20:50:31,70.8578,29.0864,28.4,80,40,20.71
504,Bandarbeyla,SO,2021-12-21 20:50:31,9.4942,50.8122,77.68,68,92,14.85
505,Buala,SB,2021-12-21 20:50:31,-8.145,159.5921,82.35,80,97,2.8
506,San Patricio,US,2021-12-21 20:50:32,28.017,-97.5169,69.89,46,5,1.81
507,Bogovarovo,RU,2021-12-21 20:50:32,58.9785,47.0246,-7.85,99,91,4.56
508,Biak,ID,2021-12-21 20:50:32,-0.9131,122.8766,76.33,79,100,2.84
509,Aloleng,PH,2021-12-21 20:50:33,16.1307,119.7824,78.01,87,93,10.22
510,Otane,NZ,2021-12-21 20:50:07,-39.8833,176.6333,66.38,44,0,4.12
511,Inirida,CO,2021-12-21 20:50:33,3.8653,-67.9239,80.98,93,99,1.68
512,Vestmannaeyjar,IS,2021-12-21 20:50:34,63.4427,-20.2734,40.96,82,100,16.58
513,Recodo,PH,2021-12-21 20:50:34,6.9519,121.9636,76.66,81,100,1.92
514,Lavras Da Mangabeira,BR,2021-12-21 20:50:34,-6.7533,-38.9644,89.74,31,95,5.39
515,Monaragala,LK,2021-12-21 20:50:35,6.8714,81.3487,71.22,92,68,5.53
516,Dong Hoi,VN,2021-12-21 20:50:35,17.4833,106.6,64.26,88,64,4.81
517,Jibuti,DJ,2021-12-21 20:50:35,11.5,42.5,72.82,71,29,13.02
518,Havelock,US,2021-12-21 20:50:36,34.8791,-76.9013,57.15,92,90,1.01
519,Villa Carlos Paz,AR,2021-12-21 20:50:36,-31.4241,-64.4978,85.06,48,66,17.22
520,Astorga,BR,2021-12-21 20:50:36,-23.2325,-51.6656,93.43,27,58,5.03
521,Mansa,IN,2021-12-21 20:50:36,29.9833,75.3833,54.37,20,99,4.03
522,Gurlan,UZ,2021-12-21 20:50:37,41.8447,60.3919,48.27,70,5,20.18
523,Tiarei,PF,2021-12-21 20:50:37,-17.5333,-149.3333,84.22,79,96,14.16
524,Zuwarah,LY,2021-12-21 20:50:37,32.9312,12.082,56.37,54,1,4.65
525,Payson,US,2021-12-21 20:50:38,40.0444,-111.7321,44.4,58,1,4.61
526,Banjarmasin,ID,2021-12-21 20:50:38,-3.3244,114.591,77.14,94,100,0.45
527,Grand Gaube,MU,2021-12-21 20:50:38,-20.0064,57.6608,79.2,91,100,7.0
528,Ust-Kulom,RU,2021-12-21 20:50:39,61.6864,53.6902,15.55,96,100,5.75
529,Mitu,CO,2021-12-21 20:50:39,1.1983,-70.1733,80.71,92,75,0.85
530,Evensk,RU,2021-12-21 20:50:39,61.95,159.2333,2.5,62,74,13.62
531,Korla,CN,2021-12-21 20:50:40,41.7597,86.1469,24.33,60,0,2.28
532,Erzin,TR,2021-12-21 20:50:40,36.9559,36.2,47.12,64,2,1.97
533,Leirvik,NO,2021-12-21 20:50:40,59.7798,5.5005,36.63,89,100,7.54
534,Hof,DE,2021-12-21 20:50:41,50.3167,11.9167,27.1,88,8,4.61
535,Panguna,PG,2021-12-21 20:50:41,-6.3164,155.4848,73.96,86,95,1.05
536,Coruripe,BR,2021-12-21 20:50:41,-10.1256,-36.1756,80.22,78,79,15.9
537,Kruisfontein,ZA,2021-12-21 20:50:41,-34.0033,24.7314,64.89,91,85,0.69
538,Kisangani,CD,2021-12-21 20:50:42,0.5167,25.2,74.91,83,93,1.77
539,Vondrozo,MG,2021-12-21 20:50:42,-22.8167,47.2833,67.44,99,100,3.49
540,Veraval,IN,2021-12-21 20:46:20,20.9,70.3667,67.98,43,17,8.99
541,Praxedis Guerrero,MX,2021-12-21 20:50:43,31.3667,-106.0167,63.43,18,92,4.47
542,Astoria,US,2021-12-21 20:50:43,46.1879,-123.8313,50.86,94,90,6.91
543,Mayumba,GA,2021-12-21 20:50:43,-3.432,10.6554,78.22,93,96,6.49
544,Rosa,IT,2021-12-21 20:51:44,45.9306,12.8708,42.66,77,75,1.99
545,Siljan,NO,2021-12-21 20:51:44,59.2884,9.71,30.61,98,100,3.47
546,Denpasar,ID,2021-12-21 20:49:43,-8.65,115.2167,80.26,94,40,1.14
547,Albanel,CA,2021-12-21 20:51:44,48.8832,-72.4487,14.14,61,89,3.44
548,San Jose,US,2021-12-21 20:49:38,37.3394,-121.895,63.68,58,75,3.0
549,Ponta Do Sol,PT,2021-12-21 20:51:45,32.6667,-17.1,66.7,82,100,8.9
550,Khromtau,KZ,2021-12-21 20:51:45,50.2503,58.4347,32.31,99,100,8.37
551,Uray,RU,2021-12-21 20:51:45,60.1247,64.7758,25.38,96,100,9.82
552,Kismayo,SO,2021-12-21 20:51:46,-0.3582,42.5454,80.28,84,99,11.03
553,Oeiras Do Para,BR,2021-12-21 20:51:46,-2.0031,-49.8544,84.4,58,97,3.56
554,Allende,MX,2021-12-21 20:51:46,25.2833,-100.0167,80.76,31,22,4.59
555,Troitsko-Pechorsk,RU,2021-12-21 20:51:47,62.7084,56.1964,-2.7,95,100,6.8
556,Mtsamboro,YT,2021-12-21 20:51:47,-12.6998,45.0689,79.92,72,5,3.38
557,Galeana,MX,2021-12-21 20:51:47,24.8333,-100.0667,66.31,24,9,1.66
558,Port Macquarie,AU,2021-12-21 20:51:48,-31.4333,152.9167,77.9,81,95,5.79
559,Rocha,UY,2021-12-21 20:51:48,-34.4833,-54.3333,73.96,60,78,11.77
560,Santa Maria Do Suacui,BR,2021-12-21 20:51:48,-18.1903,-42.4142,71.11,94,100,3.04
561,Moerai,PF,2021-12-21 20:51:49,-22.4333,-151.3333,78.1,67,100,16.13
562,Bengkulu,ID,2021-12-21 20:51:49,-3.8004,102.2655,76.41,89,65,4.5
563,Arlit,NE,2021-12-21 20:51:49,18.7369,7.3853,63.7,19,12,6.71
564,Boende,CD,2021-12-21 20:51:50,-0.2167,20.8667,76.14,78,53,0.56
565,Mangrol,IN,2021-12-21 20:51:50,21.1167,70.1167,67.87,42,24,8.32
566,Chipinge,ZW,2021-12-21 20:51:50,-20.1883,32.6236,62.71,96,100,5.68
567,Lourdes,FR,2021-12-21 20:51:51,43.1,-0.05,45.93,87,59,5.75
568,Yar-Sale,RU,2021-12-21 20:51:51,66.8333,70.8333,-9.17,99,98,6.87
569,San Lorenzo,PY,2021-12-21 20:51:44,-25.3333,-57.5333,97.74,39,20,5.99
570,Guamuchil,MX,2021-12-21 20:51:51,25.4667,-108.1,80.67,13,3,6.06
